# mdm(GeV) 	mAp(GeV) 	Number of Signal Events
1.0914e-03	1.3102e-03	0.0000e+00
1.1911e-03	1.3102e-03	0.0000e+00
1.2999e-03	1.3102e-03	0.0000e+00
1.4187e-03	1.3102e-03	0.0000e+00
1.5484e-03	1.3102e-03	0.0000e+00
1.6898e-03	1.3102e-03	0.0000e+00
1.8443e-03	1.3102e-03	0.0000e+00
2.0128e-03	1.3102e-03	0.0000e+00
2.1967e-03	1.3102e-03	0.0000e+00
2.3974e-03	1.3102e-03	0.0000e+00
2.6165e-03	1.3102e-03	0.0000e+00
2.8556e-03	1.3102e-03	0.0000e+00
3.1165e-03	1.3102e-03	0.0000e+00
3.4013e-03	1.3102e-03	0.0000e+00
3.7121e-03	1.3102e-03	0.0000e+00
4.0513e-03	1.3102e-03	0.0000e+00
4.4215e-03	1.3102e-03	0.0000e+00
4.8255e-03	1.3102e-03	0.0000e+00
5.2665e-03	1.3102e-03	0.0000e+00
5.7477e-03	1.3102e-03	0.0000e+00
6.2729e-03	1.3102e-03	0.0000e+00
6.8461e-03	1.3102e-03	0.0000e+00
7.4717e-03	1.3102e-03	0.0000e+00
8.1544e-03	1.3102e-03	0.0000e+00
8.8995e-03	1.3102e-03	0.0000e+00
9.7127e-03	1.3102e-03	0.0000e+00
1.0600e-02	1.3102e-03	0.0000e+00
1.1569e-02	1.3102e-03	0.0000e+00
1.2626e-02	1.3102e-03	0.0000e+00
1.3780e-02	1.3102e-03	0.0000e+00
1.5039e-02	1.3102e-03	0.0000e+00
1.6413e-02	1.3102e-03	0.0000e+00
1.7913e-02	1.3102e-03	0.0000e+00
1.9550e-02	1.3102e-03	0.0000e+00
2.1336e-02	1.3102e-03	0.0000e+00
2.3286e-02	1.3102e-03	0.0000e+00
2.5413e-02	1.3102e-03	0.0000e+00
2.7736e-02	1.3102e-03	0.0000e+00
3.0270e-02	1.3102e-03	0.0000e+00
3.3036e-02	1.3102e-03	0.0000e+00
3.6055e-02	1.3102e-03	0.0000e+00
3.9349e-02	1.3102e-03	0.0000e+00
4.2945e-02	1.3102e-03	0.0000e+00
4.6869e-02	1.3102e-03	0.0000e+00
5.1152e-02	1.3102e-03	0.0000e+00
5.5826e-02	1.3102e-03	0.0000e+00
6.0927e-02	1.3102e-03	0.0000e+00
6.6494e-02	1.3102e-03	0.0000e+00
7.2570e-02	1.3102e-03	0.0000e+00
7.9202e-02	1.3102e-03	0.0000e+00
8.6439e-02	1.3102e-03	0.0000e+00
9.4337e-02	1.3102e-03	0.0000e+00
1.0296e-01	1.3102e-03	0.0000e+00
1.1237e-01	1.3102e-03	0.0000e+00
1.2263e-01	1.3102e-03	0.0000e+00
1.3384e-01	1.3102e-03	0.0000e+00
1.4607e-01	1.3102e-03	0.0000e+00
1.5942e-01	1.3102e-03	0.0000e+00
1.7398e-01	1.3102e-03	0.0000e+00
1.8988e-01	1.3102e-03	0.0000e+00
2.0723e-01	1.3102e-03	0.0000e+00
2.2617e-01	1.3102e-03	0.0000e+00
2.4683e-01	1.3102e-03	0.0000e+00
2.6939e-01	1.3102e-03	0.0000e+00
2.9400e-01	1.3102e-03	0.0000e+00
3.2087e-01	1.3102e-03	0.0000e+00
3.5019e-01	1.3102e-03	0.0000e+00
3.8219e-01	1.3102e-03	0.0000e+00
4.1711e-01	1.3102e-03	0.0000e+00
4.5523e-01	1.3102e-03	0.0000e+00
4.9682e-01	1.3102e-03	0.0000e+00
5.4222e-01	1.3102e-03	0.0000e+00
5.9177e-01	1.3102e-03	0.0000e+00
6.4584e-01	1.3102e-03	0.0000e+00
7.0486e-01	1.3102e-03	0.0000e+00
7.6926e-01	1.3102e-03	0.0000e+00
8.3956e-01	1.3102e-03	0.0000e+00
9.1627e-01	1.3102e-03	0.0000e+00
1.0000e+00	1.3102e-03	0.0000e+00
1.0000e-03	1.7167e-03	0.0000e+00
1.0914e-03	1.7167e-03	0.0000e+00
1.1911e-03	1.7167e-03	0.0000e+00
1.2999e-03	1.7167e-03	0.0000e+00
1.4187e-03	1.7167e-03	0.0000e+00
1.5484e-03	1.7167e-03	0.0000e+00
1.6898e-03	1.7167e-03	0.0000e+00
1.8443e-03	1.7167e-03	0.0000e+00
2.0128e-03	1.7167e-03	0.0000e+00
2.1967e-03	1.7167e-03	0.0000e+00
2.3974e-03	1.7167e-03	0.0000e+00
2.6165e-03	1.7167e-03	0.0000e+00
2.8556e-03	1.7167e-03	0.0000e+00
3.1165e-03	1.7167e-03	0.0000e+00
3.4013e-03	1.7167e-03	0.0000e+00
3.7121e-03	1.7167e-03	0.0000e+00
4.0513e-03	1.7167e-03	0.0000e+00
4.4215e-03	1.7167e-03	0.0000e+00
4.8255e-03	1.7167e-03	0.0000e+00
5.2665e-03	1.7167e-03	0.0000e+00
5.7477e-03	1.7167e-03	0.0000e+00
6.2729e-03	1.7167e-03	0.0000e+00
6.8461e-03	1.7167e-03	0.0000e+00
7.4717e-03	1.7167e-03	0.0000e+00
8.1544e-03	1.7167e-03	0.0000e+00
8.8995e-03	1.7167e-03	0.0000e+00
9.7127e-03	1.7167e-03	0.0000e+00
1.0600e-02	1.7167e-03	0.0000e+00
1.1569e-02	1.7167e-03	0.0000e+00
1.2626e-02	1.7167e-03	0.0000e+00
1.3780e-02	1.7167e-03	0.0000e+00
1.5039e-02	1.7167e-03	0.0000e+00
1.6413e-02	1.7167e-03	0.0000e+00
1.7913e-02	1.7167e-03	0.0000e+00
1.9550e-02	1.7167e-03	0.0000e+00
2.1336e-02	1.7167e-03	0.0000e+00
2.3286e-02	1.7167e-03	0.0000e+00
2.5413e-02	1.7167e-03	0.0000e+00
2.7736e-02	1.7167e-03	0.0000e+00
3.0270e-02	1.7167e-03	0.0000e+00
3.3036e-02	1.7167e-03	0.0000e+00
3.6055e-02	1.7167e-03	0.0000e+00
3.9349e-02	1.7167e-03	0.0000e+00
4.2945e-02	1.7167e-03	0.0000e+00
4.6869e-02	1.7167e-03	0.0000e+00
5.1152e-02	1.7167e-03	0.0000e+00
5.5826e-02	1.7167e-03	0.0000e+00
6.0927e-02	1.7167e-03	0.0000e+00
6.6494e-02	1.7167e-03	0.0000e+00
7.2570e-02	1.7167e-03	0.0000e+00
7.9202e-02	1.7167e-03	0.0000e+00
8.6439e-02	1.7167e-03	0.0000e+00
9.4337e-02	1.7167e-03	0.0000e+00
1.0296e-01	1.7167e-03	0.0000e+00
1.1237e-01	1.7167e-03	0.0000e+00
1.2263e-01	1.7167e-03	0.0000e+00
1.3384e-01	1.7167e-03	0.0000e+00
1.4607e-01	1.7167e-03	0.0000e+00
1.5942e-01	1.7167e-03	0.0000e+00
1.7398e-01	1.7167e-03	0.0000e+00
1.8988e-01	1.7167e-03	0.0000e+00
2.0723e-01	1.7167e-03	0.0000e+00
2.2617e-01	1.7167e-03	0.0000e+00
2.4683e-01	1.7167e-03	0.0000e+00
2.6939e-01	1.7167e-03	0.0000e+00
2.9400e-01	1.7167e-03	0.0000e+00
3.2087e-01	1.7167e-03	0.0000e+00
3.5019e-01	1.7167e-03	0.0000e+00
3.8219e-01	1.7167e-03	0.0000e+00
4.1711e-01	1.7167e-03	0.0000e+00
4.5523e-01	1.7167e-03	0.0000e+00
4.9682e-01	1.7167e-03	0.0000e+00
5.4222e-01	1.7167e-03	0.0000e+00
5.9177e-01	1.7167e-03	0.0000e+00
6.4584e-01	1.7167e-03	0.0000e+00
7.0486e-01	1.7167e-03	0.0000e+00
7.6926e-01	1.7167e-03	0.0000e+00
8.3956e-01	1.7167e-03	0.0000e+00
9.1627e-01	1.7167e-03	0.0000e+00
1.0000e+00	1.7167e-03	0.0000e+00
1.0000e-03	2.2493e-03	3.5288e-03
1.0914e-03	2.2493e-03	3.5883e-03
1.1911e-03	2.2493e-03	0.0000e+00
1.2999e-03	2.2493e-03	0.0000e+00
1.4187e-03	2.2493e-03	0.0000e+00
1.5484e-03	2.2493e-03	0.0000e+00
1.6898e-03	2.2493e-03	0.0000e+00
1.8443e-03	2.2493e-03	0.0000e+00
2.0128e-03	2.2493e-03	0.0000e+00
2.1967e-03	2.2493e-03	0.0000e+00
2.3974e-03	2.2493e-03	0.0000e+00
2.6165e-03	2.2493e-03	0.0000e+00
2.8556e-03	2.2493e-03	0.0000e+00
3.1165e-03	2.2493e-03	0.0000e+00
3.4013e-03	2.2493e-03	0.0000e+00
3.7121e-03	2.2493e-03	0.0000e+00
4.0513e-03	2.2493e-03	0.0000e+00
4.4215e-03	2.2493e-03	0.0000e+00
4.8255e-03	2.2493e-03	0.0000e+00
5.2665e-03	2.2493e-03	0.0000e+00
5.7477e-03	2.2493e-03	0.0000e+00
6.2729e-03	2.2493e-03	0.0000e+00
6.8461e-03	2.2493e-03	0.0000e+00
7.4717e-03	2.2493e-03	0.0000e+00
8.1544e-03	2.2493e-03	0.0000e+00
8.8995e-03	2.2493e-03	0.0000e+00
9.7127e-03	2.2493e-03	0.0000e+00
1.0600e-02	2.2493e-03	0.0000e+00
1.1569e-02	2.2493e-03	0.0000e+00
1.2626e-02	2.2493e-03	0.0000e+00
1.3780e-02	2.2493e-03	0.0000e+00
1.5039e-02	2.2493e-03	0.0000e+00
1.6413e-02	2.2493e-03	0.0000e+00
1.7913e-02	2.2493e-03	0.0000e+00
1.9550e-02	2.2493e-03	0.0000e+00
2.1336e-02	2.2493e-03	0.0000e+00
2.3286e-02	2.2493e-03	0.0000e+00
2.5413e-02	2.2493e-03	0.0000e+00
2.7736e-02	2.2493e-03	0.0000e+00
3.0270e-02	2.2493e-03	0.0000e+00
3.3036e-02	2.2493e-03	0.0000e+00
3.6055e-02	2.2493e-03	0.0000e+00
3.9349e-02	2.2493e-03	0.0000e+00
4.2945e-02	2.2493e-03	0.0000e+00
4.6869e-02	2.2493e-03	0.0000e+00
5.1152e-02	2.2493e-03	0.0000e+00
5.5826e-02	2.2493e-03	0.0000e+00
6.0927e-02	2.2493e-03	0.0000e+00
6.6494e-02	2.2493e-03	0.0000e+00
7.2570e-02	2.2493e-03	0.0000e+00
7.9202e-02	2.2493e-03	0.0000e+00
8.6439e-02	2.2493e-03	0.0000e+00
9.4337e-02	2.2493e-03	0.0000e+00
1.0296e-01	2.2493e-03	0.0000e+00
1.1237e-01	2.2493e-03	0.0000e+00
1.2263e-01	2.2493e-03	0.0000e+00
1.3384e-01	2.2493e-03	0.0000e+00
1.4607e-01	2.2493e-03	0.0000e+00
1.5942e-01	2.2493e-03	0.0000e+00
1.7398e-01	2.2493e-03	0.0000e+00
1.8988e-01	2.2493e-03	0.0000e+00
2.0723e-01	2.2493e-03	0.0000e+00
2.2617e-01	2.2493e-03	0.0000e+00
2.4683e-01	2.2493e-03	0.0000e+00
2.6939e-01	2.2493e-03	0.0000e+00
2.9400e-01	2.2493e-03	0.0000e+00
3.2087e-01	2.2493e-03	0.0000e+00
3.5019e-01	2.2493e-03	0.0000e+00
3.8219e-01	2.2493e-03	0.0000e+00
4.1711e-01	2.2493e-03	0.0000e+00
4.5523e-01	2.2493e-03	0.0000e+00
4.9682e-01	2.2493e-03	0.0000e+00
5.4222e-01	2.2493e-03	0.0000e+00
5.9177e-01	2.2493e-03	0.0000e+00
6.4584e-01	2.2493e-03	0.0000e+00
7.0486e-01	2.2493e-03	0.0000e+00
7.6926e-01	2.2493e-03	0.0000e+00
8.3956e-01	2.2493e-03	0.0000e+00
9.1627e-01	2.2493e-03	0.0000e+00
1.0000e+00	2.2493e-03	0.0000e+00
1.0000e-03	2.9470e-03	3.3356e-03
1.0914e-03	2.9470e-03	3.2314e-03
1.1911e-03	2.9470e-03	3.2167e-03
1.2999e-03	2.9470e-03	3.3309e-03
1.4187e-03	2.9470e-03	3.4445e-03
1.5484e-03	2.9470e-03	0.0000e+00
1.6898e-03	2.9470e-03	0.0000e+00
1.8443e-03	2.9470e-03	0.0000e+00
2.0128e-03	2.9470e-03	0.0000e+00
2.1967e-03	2.9470e-03	0.0000e+00
2.3974e-03	2.9470e-03	0.0000e+00
2.6165e-03	2.9470e-03	0.0000e+00
2.8556e-03	2.9470e-03	0.0000e+00
3.1165e-03	2.9470e-03	0.0000e+00
3.4013e-03	2.9470e-03	0.0000e+00
3.7121e-03	2.9470e-03	0.0000e+00
4.0513e-03	2.9470e-03	0.0000e+00
4.4215e-03	2.9470e-03	0.0000e+00
4.8255e-03	2.9470e-03	0.0000e+00
5.2665e-03	2.9470e-03	0.0000e+00
5.7477e-03	2.9470e-03	0.0000e+00
6.2729e-03	2.9470e-03	0.0000e+00
6.8461e-03	2.9470e-03	0.0000e+00
7.4717e-03	2.9470e-03	0.0000e+00
8.1544e-03	2.9470e-03	0.0000e+00
8.8995e-03	2.9470e-03	0.0000e+00
9.7127e-03	2.9470e-03	0.0000e+00
1.0600e-02	2.9470e-03	0.0000e+00
1.1569e-02	2.9470e-03	0.0000e+00
1.2626e-02	2.9470e-03	0.0000e+00
1.3780e-02	2.9470e-03	0.0000e+00
1.5039e-02	2.9470e-03	0.0000e+00
1.6413e-02	2.9470e-03	0.0000e+00
1.7913e-02	2.9470e-03	0.0000e+00
1.9550e-02	2.9470e-03	0.0000e+00
2.1336e-02	2.9470e-03	0.0000e+00
2.3286e-02	2.9470e-03	0.0000e+00
2.5413e-02	2.9470e-03	0.0000e+00
2.7736e-02	2.9470e-03	0.0000e+00
3.0270e-02	2.9470e-03	0.0000e+00
3.3036e-02	2.9470e-03	0.0000e+00
3.6055e-02	2.9470e-03	0.0000e+00
3.9349e-02	2.9470e-03	0.0000e+00
4.2945e-02	2.9470e-03	0.0000e+00
4.6869e-02	2.9470e-03	0.0000e+00
5.1152e-02	2.9470e-03	0.0000e+00
5.5826e-02	2.9470e-03	0.0000e+00
6.0927e-02	2.9470e-03	0.0000e+00
6.6494e-02	2.9470e-03	0.0000e+00
7.2570e-02	2.9470e-03	0.0000e+00
7.9202e-02	2.9470e-03	0.0000e+00
8.6439e-02	2.9470e-03	0.0000e+00
9.4337e-02	2.9470e-03	0.0000e+00
1.0296e-01	2.9470e-03	0.0000e+00
1.1237e-01	2.9470e-03	0.0000e+00
1.2263e-01	2.9470e-03	0.0000e+00
1.3384e-01	2.9470e-03	0.0000e+00
1.4607e-01	2.9470e-03	0.0000e+00
1.5942e-01	2.9470e-03	0.0000e+00
1.7398e-01	2.9470e-03	0.0000e+00
1.8988e-01	2.9470e-03	0.0000e+00
2.0723e-01	2.9470e-03	0.0000e+00
2.2617e-01	2.9470e-03	0.0000e+00
2.4683e-01	2.9470e-03	0.0000e+00
2.6939e-01	2.9470e-03	0.0000e+00
2.9400e-01	2.9470e-03	0.0000e+00
3.2087e-01	2.9470e-03	0.0000e+00
3.5019e-01	2.9470e-03	0.0000e+00
3.8219e-01	2.9470e-03	0.0000e+00
4.1711e-01	2.9470e-03	0.0000e+00
4.5523e-01	2.9470e-03	0.0000e+00
4.9682e-01	2.9470e-03	0.0000e+00
5.4222e-01	2.9470e-03	0.0000e+00
5.9177e-01	2.9470e-03	0.0000e+00
6.4584e-01	2.9470e-03	0.0000e+00
7.0486e-01	2.9470e-03	0.0000e+00
7.6926e-01	2.9470e-03	0.0000e+00
8.3956e-01	2.9470e-03	0.0000e+00
9.1627e-01	2.9470e-03	0.0000e+00
1.0000e+00	2.9470e-03	0.0000e+00
1.0000e-03	3.8613e-03	3.3250e-03
1.0914e-03	3.8613e-03	2.8475e-03
1.1911e-03	3.8613e-03	3.1389e-03
1.2999e-03	3.8613e-03	3.2119e-03
1.4187e-03	3.8613e-03	3.1743e-03
1.5484e-03	3.8613e-03	3.1075e-03
1.6898e-03	3.8613e-03	3.6307e-03
1.8443e-03	3.8613e-03	3.0251e-03
2.0128e-03	3.8613e-03	0.0000e+00
2.1967e-03	3.8613e-03	0.0000e+00
2.3974e-03	3.8613e-03	0.0000e+00
2.6165e-03	3.8613e-03	0.0000e+00
2.8556e-03	3.8613e-03	0.0000e+00
3.1165e-03	3.8613e-03	0.0000e+00
3.4013e-03	3.8613e-03	0.0000e+00
3.7121e-03	3.8613e-03	0.0000e+00
4.0513e-03	3.8613e-03	0.0000e+00
4.4215e-03	3.8613e-03	0.0000e+00
4.8255e-03	3.8613e-03	0.0000e+00
5.2665e-03	3.8613e-03	0.0000e+00
5.7477e-03	3.8613e-03	0.0000e+00
6.2729e-03	3.8613e-03	0.0000e+00
6.8461e-03	3.8613e-03	0.0000e+00
7.4717e-03	3.8613e-03	0.0000e+00
8.1544e-03	3.8613e-03	0.0000e+00
8.8995e-03	3.8613e-03	0.0000e+00
9.7127e-03	3.8613e-03	0.0000e+00
1.0600e-02	3.8613e-03	0.0000e+00
1.1569e-02	3.8613e-03	0.0000e+00
1.2626e-02	3.8613e-03	0.0000e+00
1.3780e-02	3.8613e-03	0.0000e+00
1.5039e-02	3.8613e-03	0.0000e+00
1.6413e-02	3.8613e-03	0.0000e+00
1.7913e-02	3.8613e-03	0.0000e+00
1.9550e-02	3.8613e-03	0.0000e+00
2.1336e-02	3.8613e-03	0.0000e+00
2.3286e-02	3.8613e-03	0.0000e+00
2.5413e-02	3.8613e-03	0.0000e+00
2.7736e-02	3.8613e-03	0.0000e+00
3.0270e-02	3.8613e-03	0.0000e+00
3.3036e-02	3.8613e-03	0.0000e+00
3.6055e-02	3.8613e-03	0.0000e+00
3.9349e-02	3.8613e-03	0.0000e+00
4.2945e-02	3.8613e-03	0.0000e+00
4.6869e-02	3.8613e-03	0.0000e+00
5.1152e-02	3.8613e-03	0.0000e+00
5.5826e-02	3.8613e-03	0.0000e+00
6.0927e-02	3.8613e-03	0.0000e+00
6.6494e-02	3.8613e-03	0.0000e+00
7.2570e-02	3.8613e-03	0.0000e+00
7.9202e-02	3.8613e-03	0.0000e+00
8.6439e-02	3.8613e-03	0.0000e+00
9.4337e-02	3.8613e-03	0.0000e+00
1.0296e-01	3.8613e-03	0.0000e+00
1.1237e-01	3.8613e-03	0.0000e+00
1.2263e-01	3.8613e-03	0.0000e+00
1.3384e-01	3.8613e-03	0.0000e+00
1.4607e-01	3.8613e-03	0.0000e+00
1.5942e-01	3.8613e-03	0.0000e+00
1.7398e-01	3.8613e-03	0.0000e+00
1.8988e-01	3.8613e-03	0.0000e+00
2.0723e-01	3.8613e-03	0.0000e+00
2.2617e-01	3.8613e-03	0.0000e+00
2.4683e-01	3.8613e-03	0.0000e+00
2.6939e-01	3.8613e-03	0.0000e+00
2.9400e-01	3.8613e-03	0.0000e+00
3.2087e-01	3.8613e-03	0.0000e+00
3.5019e-01	3.8613e-03	0.0000e+00
3.8219e-01	3.8613e-03	0.0000e+00
4.1711e-01	3.8613e-03	0.0000e+00
4.5523e-01	3.8613e-03	0.0000e+00
4.9682e-01	3.8613e-03	0.0000e+00
5.4222e-01	3.8613e-03	0.0000e+00
5.9177e-01	3.8613e-03	0.0000e+00
6.4584e-01	3.8613e-03	0.0000e+00
7.0486e-01	3.8613e-03	0.0000e+00
7.6926e-01	3.8613e-03	0.0000e+00
8.3956e-01	3.8613e-03	0.0000e+00
9.1627e-01	3.8613e-03	0.0000e+00
1.0000e+00	3.8613e-03	0.0000e+00
1.0000e-03	5.0592e-03	3.0364e-03
1.0914e-03	5.0592e-03	2.9609e-03
1.1911e-03	5.0592e-03	2.8611e-03
1.2999e-03	5.0592e-03	3.2323e-03
1.4187e-03	5.0592e-03	3.2471e-03
1.5484e-03	5.0592e-03	3.2054e-03
1.6898e-03	5.0592e-03	3.4005e-03
1.8443e-03	5.0592e-03	3.2807e-03
2.0128e-03	5.0592e-03	3.3834e-03
2.1967e-03	5.0592e-03	3.5352e-03
2.3974e-03	5.0592e-03	3.6854e-03
2.6165e-03	5.0592e-03	0.0000e+00
2.8556e-03	5.0592e-03	0.0000e+00
3.1165e-03	5.0592e-03	0.0000e+00
3.4013e-03	5.0592e-03	0.0000e+00
3.7121e-03	5.0592e-03	0.0000e+00
4.0513e-03	5.0592e-03	0.0000e+00
4.4215e-03	5.0592e-03	0.0000e+00
4.8255e-03	5.0592e-03	0.0000e+00
5.2665e-03	5.0592e-03	0.0000e+00
5.7477e-03	5.0592e-03	0.0000e+00
6.2729e-03	5.0592e-03	0.0000e+00
6.8461e-03	5.0592e-03	0.0000e+00
7.4717e-03	5.0592e-03	0.0000e+00
8.1544e-03	5.0592e-03	0.0000e+00
8.8995e-03	5.0592e-03	0.0000e+00
9.7127e-03	5.0592e-03	0.0000e+00
1.0600e-02	5.0592e-03	0.0000e+00
1.1569e-02	5.0592e-03	0.0000e+00
1.2626e-02	5.0592e-03	0.0000e+00
1.3780e-02	5.0592e-03	0.0000e+00
1.5039e-02	5.0592e-03	0.0000e+00
1.6413e-02	5.0592e-03	0.0000e+00
1.7913e-02	5.0592e-03	0.0000e+00
1.9550e-02	5.0592e-03	0.0000e+00
2.1336e-02	5.0592e-03	0.0000e+00
2.3286e-02	5.0592e-03	0.0000e+00
2.5413e-02	5.0592e-03	0.0000e+00
2.7736e-02	5.0592e-03	0.0000e+00
3.0270e-02	5.0592e-03	0.0000e+00
3.3036e-02	5.0592e-03	0.0000e+00
3.6055e-02	5.0592e-03	0.0000e+00
3.9349e-02	5.0592e-03	0.0000e+00
4.2945e-02	5.0592e-03	0.0000e+00
4.6869e-02	5.0592e-03	0.0000e+00
5.1152e-02	5.0592e-03	0.0000e+00
5.5826e-02	5.0592e-03	0.0000e+00
6.0927e-02	5.0592e-03	0.0000e+00
6.6494e-02	5.0592e-03	0.0000e+00
7.2570e-02	5.0592e-03	0.0000e+00
7.9202e-02	5.0592e-03	0.0000e+00
8.6439e-02	5.0592e-03	0.0000e+00
9.4337e-02	5.0592e-03	0.0000e+00
1.0296e-01	5.0592e-03	0.0000e+00
1.1237e-01	5.0592e-03	0.0000e+00
1.2263e-01	5.0592e-03	0.0000e+00
1.3384e-01	5.0592e-03	0.0000e+00
1.4607e-01	5.0592e-03	0.0000e+00
1.5942e-01	5.0592e-03	0.0000e+00
1.7398e-01	5.0592e-03	0.0000e+00
1.8988e-01	5.0592e-03	0.0000e+00
2.0723e-01	5.0592e-03	0.0000e+00
2.2617e-01	5.0592e-03	0.0000e+00
2.4683e-01	5.0592e-03	0.0000e+00
2.6939e-01	5.0592e-03	0.0000e+00
2.9400e-01	5.0592e-03	0.0000e+00
3.2087e-01	5.0592e-03	0.0000e+00
3.5019e-01	5.0592e-03	0.0000e+00
3.8219e-01	5.0592e-03	0.0000e+00
4.1711e-01	5.0592e-03	0.0000e+00
4.5523e-01	5.0592e-03	0.0000e+00
4.9682e-01	5.0592e-03	0.0000e+00
5.4222e-01	5.0592e-03	0.0000e+00
5.9177e-01	5.0592e-03	0.0000e+00
6.4584e-01	5.0592e-03	0.0000e+00
7.0486e-01	5.0592e-03	0.0000e+00
7.6926e-01	5.0592e-03	0.0000e+00
8.3956e-01	5.0592e-03	0.0000e+00
9.1627e-01	5.0592e-03	0.0000e+00
1.0000e+00	5.0592e-03	0.0000e+00
1.0000e-03	6.6287e-03	3.2915e-03
1.0914e-03	6.6287e-03	2.9767e-03
1.1911e-03	6.6287e-03	3.0637e-03
1.2999e-03	6.6287e-03	3.0731e-03
1.4187e-03	6.6287e-03	2.9774e-03
1.5484e-03	6.6287e-03	3.1038e-03
1.6898e-03	6.6287e-03	3.3091e-03
1.8443e-03	6.6287e-03	3.1940e-03
2.0128e-03	6.6287e-03	3.0849e-03
2.1967e-03	6.6287e-03	3.3097e-03
2.3974e-03	6.6287e-03	3.2524e-03
2.6165e-03	6.6287e-03	3.2759e-03
2.8556e-03	6.6287e-03	3.2975e-03
3.1165e-03	6.6287e-03	3.7089e-03
3.4013e-03	6.6287e-03	0.0000e+00
3.7121e-03	6.6287e-03	0.0000e+00
4.0513e-03	6.6287e-03	0.0000e+00
4.4215e-03	6.6287e-03	0.0000e+00
4.8255e-03	6.6287e-03	0.0000e+00
5.2665e-03	6.6287e-03	0.0000e+00
