 Log10[Gamma/mA] | Log10[-delta] | Log10 [Oh2full/Oh2simp]
-----------------+---------------+-----------------------
-6.	0.30103	0.051395
-5.7	0.30103	0.0340732
-5.4	0.30103	0.0193468
-5.1	0.30103	0.0111229
-4.8	0.30103	0.00664726
-4.5	0.30103	0.00413666
-4.2	0.30103	0.00349317
-3.9	0.30103	0.00365481
-3.6	0.30103	0.00273231
-3.3	0.30103	0.00228616
-3.	0.30103	0.00204647
-2.7	0.30103	0.0018032
-2.4	0.30103	0.00319145
-2.1	0.30103	0.00253576
-1.8	0.30103	0.00156793
-1.5	0.30103	0.00155136
-1.2	0.30103	0.00161739
-1.	0.30103	0.00160963
-6.	0.337242	0.32273
-5.7	0.337242	0.259477
-5.4	0.337242	0.212965
-5.1	0.337242	0.163244
-4.8	0.337242	0.0229497
-4.5	0.337242	0.0131687
-4.2	0.337242	0.00629312
-3.9	0.337242	0.00492727
-3.6	0.337242	0.00418367
-3.3	0.337242	0.00417407
-3.	0.337242	0.00318133
-2.7	0.337242	0.0026884
-2.4	0.337242	0.00226077
-2.1	0.337242	0.00279812
-1.8	0.337242	0.00276184
-1.5	0.337242	0.00189609
-1.2	0.337242	0.0019053
-1.	0.337242	0.00191982
-6.	0.376751	0.61877
-5.7	0.376751	0.505403
-5.4	0.376751	0.424212
-5.1	0.376751	0.329215
-4.8	0.376751	0.157913
-4.5	0.376751	0.0984346
-4.2	0.376751	0.0173086
-3.9	0.376751	0.0128089
-3.6	0.376751	0.00759264
-3.3	0.376751	0.00496322
-3.	0.376751	0.00431034
-2.7	0.376751	0.00405073
-2.4	0.376751	0.00332738
-2.1	0.376751	0.00256927
-1.8	0.376751	0.00281279
-1.5	0.376751	0.0022567
-1.2	0.376751	0.00231017
-1.	0.376751	0.00232187
-6.	0.420216	0.944452
-5.7	0.420216	0.775953
-5.4	0.420216	0.656611
-5.1	0.420216	0.511805
-4.8	0.420216	0.30639
-4.5	0.420216	0.192238
-4.2	0.420216	0.101404
-3.9	0.420216	0.0456305
-3.6	0.420216	0.0341911
-3.3	0.420216	0.0105639
-3.	0.420216	0.00639452
-2.7	0.420216	0.00442286
-2.4	0.420216	0.00410119
-2.1	0.420216	0.00387723
-1.8	0.420216	0.00307264
-1.5	0.420216	0.00278888
-1.2	0.420216	0.00292183
-1.	0.420216	0.00287801
-6.	0.44	1.09269
-5.7	0.44	0.899099
-5.4	0.44	0.762392
-5.1	0.44	0.594914
-4.8	0.44	0.373972
-4.5	0.44	0.234935
-4.2	0.44	0.139681
-3.9	0.44	0.0605699
-3.6	0.44	0.0462979
-3.3	0.44	0.0163679
-3.	0.44	0.00850155
-2.7	0.44	0.00538063
-2.4	0.44	0.0040647
-2.1	0.44	0.00423816
-1.8	0.44	0.0033717
-1.5	0.44	0.00317618
-1.2	0.44	0.0032828
-1.	0.44	0.00316917
-6.	0.468521	1.3064
-5.7	0.468521	1.07663
-5.4	0.468521	0.914888
-5.1	0.468521	0.714727
-4.8	0.468521	0.4714
-4.5	0.468521	0.296487
-4.2	0.468521	0.194863
-3.9	0.468521	0.0821068
-3.6	0.468521	0.0637514
-3.3	0.468521	0.0247352
-3.	0.468521	0.00950822
-2.7	0.468521	0.00745723
-2.4	0.468521	0.00503133
-2.1	0.468521	0.0045629
-1.8	0.468521	0.00378406
-1.5	0.468521	0.00409511
-1.2	0.468521	0.00385435
-1.	0.468521	0.00363035
-6.	0.522879	1.56675
-5.7	0.522879	1.41332
-5.4	0.522879	1.20553
-5.1	0.522879	0.943076
-4.8	0.522879	0.657088
-4.5	0.522879	0.413799
-4.2	0.522879	0.300034
-3.9	0.522879	0.123154
-3.6	0.522879	0.0970158
-3.3	0.522879	0.0406822
-3.	0.522879	0.0244032
-2.7	0.522879	0.0134065
-2.4	0.522879	0.00834296
-2.1	0.522879	0.00594528
-1.8	0.522879	0.00515052
-1.5	0.522879	0.00579345
-1.2	0.522879	0.00508639
-1.	0.522879	0.00460226
-6.	0.56	1.6389
-5.7	0.56	1.53557
-5.4	0.56	1.38166
-5.1	0.56	1.16543
-4.8	0.56	0.893138
-4.5	0.56	0.603628
-4.2	0.56	0.371855
-3.9	0.56	0.213203
-3.6	0.56	0.119732
-3.3	0.56	0.0652982
-3.	0.56	0.0330904
-2.7	0.56	0.0194126
-2.4	0.56	0.0112263
-2.1	0.56	0.00771565
-1.8	0.56	0.0065108
-1.5	0.56	0.00693197
-1.2	0.56	0.00601394
-1.	0.56	0.00538229
-6.	0.585027	1.64988
-5.7	0.585027	1.57553
-5.4	0.585027	1.45501
-5.1	0.585027	1.27499
-4.8	0.585027	1.02737
-4.5	0.585027	0.734537
-4.2	0.585027	0.456233
-3.9	0.585027	0.273762
-3.6	0.585027	0.142893
-3.3	0.585027	0.0854468
-3.	0.585027	0.0462416
-2.7	0.585027	0.026412
-2.4	0.585027	0.0129972
-2.1	0.585027	0.0094573
-1.8	0.585027	0.00757109
-1.5	0.585027	0.00774802
-1.2	0.585027	0.00666959
-1.	0.585027	0.00581661
-6.	0.657577	1.59946
-5.7	0.657577	1.57373
-5.4	0.657577	1.52622
-5.1	0.657577	1.43821
-4.8	0.657577	1.28726
-4.5	0.657577	1.06197
-4.2	0.657577	0.775434
-3.9	0.657577	0.495759
-3.6	0.657577	0.285004
-3.3	0.657577	0.161142
-3.	0.657577	0.0884021
-2.7	0.657577	0.0481194
-2.4	0.657577	0.0243593
-2.1	0.657577	0.0156146
-1.8	0.657577	0.0116513
-1.5	0.657577	0.0105187
-1.2	0.657577	0.00888324
-1.	0.657577	0.00734467
-6.	0.68	1.5701
-5.7	0.68	1.551
-5.4	0.68	1.51464
-5.1	0.68	1.44666
-4.8	0.68	1.32289
-4.5	0.68	1.12533
-4.2	0.68	0.855768
-3.9	0.68	0.565878
-3.6	0.68	0.333545
-3.3	0.68	0.190407
-3.	0.68	0.101303
-2.7	0.68	0.0578223
-2.4	0.68	0.0323845
-2.1	0.68	0.0188616
-1.8	0.68	0.0141506
-1.5	0.68	0.0116663
-1.2	0.68	0.00965567
-1.	0.68	0.00792321
-6.	0.744727	1.47349
-5.7	0.744727	1.46427
-5.4	0.744727	1.44636
-5.1	0.744727	1.41251
-4.8	0.744727	1.34622
-4.5	0.744727	1.22134
-4.2	0.744727	1.01837
-3.9	0.744727	0.748593
-3.6	0.744727	0.477585
-3.3	0.744727	0.274266
-3.	0.744727	0.158094
-2.7	0.744727	0.0894186
-2.4	0.744727	0.0514938
-2.1	0.744727	0.0303657
-1.8	0.744727	0.0208222
-1.5	0.744727	0.0157347
-1.2	0.744727	0.0121697
-1.	0.744727	0.00919616
-6.	0.8	1.37856
-5.7	0.8	1.3728
-5.4	0.8	1.36134
-5.1	0.8	1.34073
-4.8	0.8	1.29983
-4.5	0.8	1.21909
-4.2	0.8	1.0724
-3.9	0.8	0.84919
-3.6	0.8	0.582259
-3.3	0.8	0.348355
-3.	0.8	0.198446
-2.7	0.8	0.118481
-2.4	0.8	0.0701736
-2.1	0.8	0.0425379
-1.8	0.8	0.0283367
-1.5	0.8	0.0202478
-1.2	0.8	0.0144237
-1.	0.8	0.0102049
-6.	0.92	1.14359
-5.7	0.92	1.14025
-5.4	0.92	1.13474
-5.1	0.92	1.12424
-4.8	0.92	1.10571
-4.5	0.92	1.05676
-4.2	0.92	0.99716
-3.9	0.92	0.860656
-3.6	0.92	0.674421
-3.3	0.92	0.451938
-3.	0.92	0.27234
-2.7	0.92	0.165866
-2.4	0.92	0.106596
-2.1	0.92	0.0689028
-1.8	0.92	0.0459322
-1.5	0.92	0.0306728
-1.2	0.92	0.0185442
-1.	0.92	0.011374
-6.	1.04	0.83751
-5.7	1.04	0.836007
-5.4	1.04	0.831743
-5.1	1.04	0.825444
-4.8	1.04	0.814469
-4.5	1.04	0.793838
-4.2	1.04	0.743053
-3.9	1.04	0.685169
-3.6	1.04	0.571182
-3.3	1.04	0.421472
-3.	1.04	0.280039
-2.7	1.04	0.184093
-2.4	1.04	0.125735
-2.1	1.04	0.0871579
-1.8	1.04	0.0593312
-1.5	1.04	0.0378576
-1.2	1.04	0.0198498
-1.	1.04	0.0106289
-6.	1.16	0.425732
-5.7	1.16	0.427664
-5.4	1.16	0.425791
-5.1	1.16	0.421205
-4.8	1.16	0.415883
-4.5	1.16	0.406395
-4.2	1.16	0.390405
-3.9	1.16	0.364021
-3.6	1.16	0.324206
-3.3	1.16	0.272687
-3.	1.16	0.217856
-2.7	1.16	0.168232
-2.4	1.16	0.127257
-2.1	1.16	0.0938479
-1.8	1.16	0.0649727
-1.5	1.16	0.0390772
-1.2	1.16	0.0176946
-1.	1.16	0.00844993
-6.	1.28	0.12994
-5.7	1.28	0.12916
-5.4	1.28	0.128062
-5.1	1.28	0.126989
-4.8	1.28	0.125821
-4.5	1.28	0.124866
-4.2	1.28	0.124628
-3.9	1.28	0.125585
-3.6	1.28	0.124084
-3.3	1.28	0.133768
-3.	1.28	0.138843
-2.7	1.28	0.135558
-2.4	1.28	0.116504
-2.1	1.28	0.0904253
-1.8	1.28	0.0620615
-1.5	1.28	0.0341865
-1.2	1.28	0.0131467
-1.	1.28	0.00570991
-6.	1.4	0.142244
-5.7	1.4	0.141506
-5.4	1.4	0.140233
-5.1	1.4	0.138019
-4.8	1.4	0.134952
-4.5	1.4	0.130721
-4.2	1.4	0.125304
-3.9	1.4	0.119187
-3.6	1.4	0.113435
-3.3	1.4	0.10902
-3.	1.4	0.110385
-2.7	1.4	0.111152
-2.4	1.4	0.101891
-2.1	1.4	0.0801664
-1.8	1.4	0.0522517
-1.5	1.4	0.024839
-1.2	1.4	0.00779455
-1.	1.4	0.00305674
-6.	1.52	0.208739
-5.7	1.52	0.207579
-5.4	1.52	0.205698
-5.1	1.52	0.203103
-4.8	1.52	0.19845
-4.5	1.52	0.191109
-4.2	1.52	0.181113
-3.9	1.52	0.168263
-3.6	1.52	0.153001
-3.3	1.52	0.136591
-3.	1.52	0.121217
-2.7	1.52	0.107327
-2.4	1.52	0.0914867
-2.1	1.52	0.0665315
-1.8	1.52	0.0379521
-1.5	1.52	0.0136875
-1.2	1.52	0.00273378
-1.	1.52	0.000798886
-6.	1.64	0.254646
-5.7	1.64	0.253639
-5.4	1.64	0.251765
-5.1	1.64	0.248835
-4.8	1.64	0.243681
-4.5	1.64	0.235451
-4.2	1.64	0.223502
-3.9	1.64	0.207532
-3.6	1.64	0.187868
-3.3	1.64	0.165127
-3.	1.64	0.139789
-2.7	1.64	0.112854
-2.4	1.64	0.0845399
-2.1	1.64	0.0514322
-1.8	1.64	0.0215484
-1.5	1.64	0.00269694
-1.2	1.64	-0.00146487
-1.	1.64	-0.000992179
-6.	1.76	0.275663
-5.7	1.76	0.274772
-5.4	1.76	0.273236
-5.1	1.76	0.270736
-4.8	1.76	0.265969
-4.5	1.76	0.258117
-4.2	1.76	0.245778
-3.9	1.76	0.228809
-3.6	1.76	0.207564
-3.3	1.76	0.181909
-3.	1.76	0.151529
-2.7	1.76	0.116448
-2.4	1.76	0.0773449
-2.1	1.76	0.0349737
-1.8	1.76	0.00466609
-1.5	1.76	-0.00672992
-1.2	1.76	-0.00474277
-1.	1.76	-0.00236446
-6.	1.88	0.276605
-5.7	1.88	0.275944
-5.4	1.88	0.274557
-5.1	1.88	0.272436
-4.8	1.88	0.268593
-4.5	1.88	0.261803
-4.2	1.88	0.250193
-3.9	1.88	0.23343
-3.6	1.88	0.212206
-3.3	1.88	0.185849
-3.	1.88	0.152831
-2.7	1.88	0.112855
-2.4	1.88	0.0656417
-2.1	1.88	0.0164527
-1.8	1.88	-0.0111773
-1.5	1.88	-0.0143014
-1.2	1.88	-0.00722407
-1.	1.88	-0.003397
-6.	2.	0.263971
-5.7	2.	0.263297
-5.4	2.	0.261888
-5.1	2.	0.258363
-4.8	2.	0.258079
-4.5	2.	0.252777
-4.2	2.	0.242974
-3.9	2.	0.227187
-3.6	2.	0.206344
-3.3	2.	0.179252
-3.	2.	0.14485
-2.7	2.	0.100473
-2.4	2.	0.0477073
-2.1	2.	-0.00363344
-1.8	2.	-0.0249087
-1.5	2.	-0.0200326
-1.2	2.	-0.00905832
-1.	2.	-0.00417097
-6.	2.12	0.241606
-5.7	2.12	0.241458
-5.4	2.12	0.24089
-5.1	2.12	0.237534
-4.8	2.12	0.237787
-4.5	2.12	0.233423
-4.2	2.12	0.224546
-3.9	2.12	0.210739
-3.6	2.12	0.19101
-3.3	2.12	0.163688
-3.	2.12	0.127204
-2.7	2.12	0.0801848
-2.4	2.12	0.0238519
-2.1	2.12	-0.0240538
-1.8	2.12	-0.0359644
-1.5	2.12	-0.0242762
-1.2	2.12	-0.0104096
-1.	2.12	-0.004748
-6.	2.24	0.214239
-5.7	2.24	0.213946
-5.4	2.24	0.213464
-5.1	2.24	0.212633
-4.8	2.24	0.210839
-4.5	2.24	0.206846
-4.2	2.24	0.200727
-3.9	2.24	0.187888
-3.6	2.24	0.168353
-3.3	2.24	0.140626
-3.	2.24	0.102542
-2.7	2.24	0.0528803
-2.4	2.24	-0.00335065
-2.1	2.24	-0.0426509
-1.8	2.24	-0.0443951
-1.5	2.24	-0.0273699
-1.2	2.24	-0.0114113
-1.	2.24	-0.00518326
-6.	2.36	0.181249
-5.7	2.36	0.181165
-5.4	2.36	0.180317
-5.1	2.36	0.179951
-4.8	2.36	0.179257
-4.5	2.36	0.177234
-4.2	2.36	0.171689
-3.9	2.36	0.159453
-3.6	2.36	0.139722
-3.3	2.36	0.111034
-3.	2.36	0.0712196
-2.7	2.36	0.0201276
-2.4	2.36	-0.0312613
-2.1	2.36	-0.0582832
-1.8	2.36	-0.0506782
-1.5	2.36	-0.0296135
-1.2	2.36	-0.0121515
-1.	2.36	-0.00550861
-6.	2.48	0.140687
-5.7	2.48	0.144522
